-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, 4, -4, -10, -8, 4, 2, -6, -3, -7, 4, -2, 5, 8, -3, -6, -1, 5, 6, -8, -1, -4, 11, -5, 7, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -4, 4, -8, 4, 2, -6, -3, -7, 4, -2, 5, 8, -3, -6, -1, 5, 6, -8, -1, -4, 11, -5, 7, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, 4, -4, 4, 2, -6, -3, -7, 4, -2, 5, 8, -3, -6, -1, 5, 6, -8, -1, -4, 11, -5, 7, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -4, 4, 2, -6, -3, -7, 4, -2, 5, 8, -3, -6, -1, 5, 6, 4, -1, -4, 11, -5, 7, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -7, 4, 2, -6, -3, -4, 4, -2, 5, 8, -3, -6, -1, 5, 6, 4, -1, -4, 11, -5, 7, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -7, -6, 2, 4, -3, -4, 4, -2, 5, 8, -3, -6, -1, 5, 6, 4, -1, -4, 11, -5, 7, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -7, -6, -6, 4, -3, -4, 4, -2, 5, 8, -3, 2, -1, 5, 6, 4, -1, -4, 11, -5, 7, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -7, -6, -6, -5, -3, -4, 4, -2, 5, 8, -3, 2, -1, 5, 6, 4, -1, -4, 11, 4, 7, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -7, -6, -6, -5, -4, -3, 4, -2, 5, 8, -3, 2, -1, 5, 6, 4, -1, -4, 11, 4, 7, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -7, -6, -6, -5, -4, -4, 4, -2, 5, 8, -3, 2, -1, 5, 6, 4, -1, -3, 11, 4, 7, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -7, -6, -6, -5, -4, -4, -3, -2, 5, 8, 4, 2, -1, 5, 6, 4, -1, -3, 11, 4, 7, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -7, -6, -6, -5, -4, -4, -3, -3, 5, 8, 4, 2, -1, 5, 6, 4, -1, -2, 11, 4, 7, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -7, -6, -6, -5, -4, -4, -3, -3, -2, 8, 4, 2, -1, 5, 6, 4, -1, 5, 11, 4, 7, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -7, -6, -6, -5, -4, -4, -3, -3, -2, -1, 4, 2, 8, 5, 6, 4, -1, 5, 11, 4, 7, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -7, -6, -6, -5, -4, -4, -3, -3, -2, -1, -1, 2, 8, 5, 6, 4, 4, 5, 11, 4, 7, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -7, -6, -6, -5, -4, -4, -3, -3, -2, -1, -1, 2, 8, 5, 6, 4, 4, 5, 11, 4, 7, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -7, -6, -6, -5, -4, -4, -3, -3, -2, -1, -1, 2, 4, 5, 6, 8, 4, 5, 11, 4, 7, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -7, -6, -6, -5, -4, -4, -3, -3, -2, -1, -1, 2, 4, 4, 6, 8, 5, 5, 11, 4, 7, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -7, -6, -6, -5, -4, -4, -3, -3, -2, -1, -1, 2, 4, 4, 4, 8, 5, 5, 11, 6, 7, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -7, -6, -6, -5, -4, -4, -3, -3, -2, -1, -1, 2, 4, 4, 4, 5, 8, 5, 11, 6, 7, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -7, -6, -6, -5, -4, -4, -3, -3, -2, -1, -1, 2, 4, 4, 4, 5, 5, 8, 11, 6, 7, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -7, -6, -6, -5, -4, -4, -3, -3, -2, -1, -1, 2, 4, 4, 4, 5, 5, 6, 11, 8, 7, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -7, -6, -6, -5, -4, -4, -3, -3, -2, -1, -1, 2, 4, 4, 4, 5, 5, 6, 7, 8, 11, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -7, -6, -6, -5, -4, -4, -3, -3, -2, -1, -1, 2, 4, 4, 4, 5, 5, 6, 7, 8, 11, 10
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -7, -6, -6, -5, -4, -4, -3, -3, -2, -1, -1, 2, 4, 4, 4, 5, 5, 6, 7, 8, 10, 11
-20, -19, -19, -18, -16, -16, -16, -15, -14, -12, -11, -11, -10, -8, -8, -7, -6, -6, -5, -4, -4, -3, -3, -2, -1, -1, 2, 4, 4, 4, 5, 5, 6, 7, 8, 10, 11
