-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, 6, -1, 5, 10, 10, 4, 7, -2, 2, 1, 7, 0, 3, 9, -1, 5, 3, -2, 2, -4, 2, 6, -5
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -1, 5, 10, 10, 4, 7, -2, 2, 1, 7, 0, 3, 9, -1, 5, 3, -2, 2, -4, 2, 6, 6
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -4, 5, 10, 10, 4, 7, -2, 2, 1, 7, 0, 3, 9, -1, 5, 3, -2, 2, -1, 2, 6, 6
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -4, -2, 10, 10, 4, 7, 5, 2, 1, 7, 0, 3, 9, -1, 5, 3, -2, 2, -1, 2, 6, 6
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -4, -2, -2, 10, 4, 7, 5, 2, 1, 7, 0, 3, 9, -1, 5, 3, 10, 2, -1, 2, 6, 6
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -4, -2, -2, -1, 4, 7, 5, 2, 1, 7, 0, 3, 9, 10, 5, 3, 10, 2, -1, 2, 6, 6
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -4, -2, -2, -1, -1, 7, 5, 2, 1, 7, 0, 3, 9, 10, 5, 3, 10, 2, 4, 2, 6, 6
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -4, -2, -2, -1, -1, 0, 5, 2, 1, 7, 7, 3, 9, 10, 5, 3, 10, 2, 4, 2, 6, 6
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -4, -2, -2, -1, -1, 0, 1, 2, 5, 7, 7, 3, 9, 10, 5, 3, 10, 2, 4, 2, 6, 6
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -4, -2, -2, -1, -1, 0, 1, 2, 5, 7, 7, 3, 9, 10, 5, 3, 10, 2, 4, 2, 6, 6
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -4, -2, -2, -1, -1, 0, 1, 2, 2, 7, 7, 3, 9, 10, 5, 3, 10, 5, 4, 2, 6, 6
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -4, -2, -2, -1, -1, 0, 1, 2, 2, 2, 7, 3, 9, 10, 5, 3, 10, 5, 4, 7, 6, 6
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -4, -2, -2, -1, -1, 0, 1, 2, 2, 2, 3, 7, 9, 10, 5, 3, 10, 5, 4, 7, 6, 6
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -4, -2, -2, -1, -1, 0, 1, 2, 2, 2, 3, 3, 9, 10, 5, 7, 10, 5, 4, 7, 6, 6
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -4, -2, -2, -1, -1, 0, 1, 2, 2, 2, 3, 3, 4, 10, 5, 7, 10, 5, 9, 7, 6, 6
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -4, -2, -2, -1, -1, 0, 1, 2, 2, 2, 3, 3, 4, 5, 10, 7, 10, 5, 9, 7, 6, 6
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -4, -2, -2, -1, -1, 0, 1, 2, 2, 2, 3, 3, 4, 5, 5, 7, 10, 10, 9, 7, 6, 6
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -4, -2, -2, -1, -1, 0, 1, 2, 2, 2, 3, 3, 4, 5, 5, 6, 10, 10, 9, 7, 7, 6
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -4, -2, -2, -1, -1, 0, 1, 2, 2, 2, 3, 3, 4, 5, 5, 6, 6, 10, 9, 7, 7, 10
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -4, -2, -2, -1, -1, 0, 1, 2, 2, 2, 3, 3, 4, 5, 5, 6, 6, 7, 9, 10, 7, 10
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -4, -2, -2, -1, -1, 0, 1, 2, 2, 2, 3, 3, 4, 5, 5, 6, 6, 7, 7, 10, 9, 10
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -4, -2, -2, -1, -1, 0, 1, 2, 2, 2, 3, 3, 4, 5, 5, 6, 6, 7, 7, 9, 10, 10
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -4, -2, -2, -1, -1, 0, 1, 2, 2, 2, 3, 3, 4, 5, 5, 6, 6, 7, 7, 9, 10, 10
-20, -20, -19, -17, -16, -15, -13, -13, -10, -8, -8, -7, -5, -4, -2, -2, -1, -1, 0, 1, 2, 2, 2, 3, 3, 4, 5, 5, 6, 6, 7, 7, 9, 10, 10
