-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, 1, 7, -1, 2, 10, 10, -8, 5, 7, 5, 5, -7, 8, 10, -4, -7, 10, 8, -1, 2, 4, 8, -6, -3
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, 7, -1, 2, 10, 10, 1, 5, 7, 5, 5, -7, 8, 10, -4, -7, 10, 8, -1, 2, 4, 8, -6, -3
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -1, 2, 10, 10, 1, 5, 7, 5, 5, 7, 8, 10, -4, -7, 10, 8, -1, 2, 4, 8, -6, -3
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -7, 2, 10, 10, 1, 5, 7, 5, 5, 7, 8, 10, -4, -1, 10, 8, -1, 2, 4, 8, -6, -3
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -7, -6, 10, 10, 1, 5, 7, 5, 5, 7, 8, 10, -4, -1, 10, 8, -1, 2, 4, 8, 2, -3
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -7, -6, -4, 10, 1, 5, 7, 5, 5, 7, 8, 10, 10, -1, 10, 8, -1, 2, 4, 8, 2, -3
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -7, -6, -4, -3, 1, 5, 7, 5, 5, 7, 8, 10, 10, -1, 10, 8, -1, 2, 4, 8, 2, 10
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -7, -6, -4, -3, -1, 5, 7, 5, 5, 7, 8, 10, 10, 1, 10, 8, -1, 2, 4, 8, 2, 10
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -7, -6, -4, -3, -1, -1, 7, 5, 5, 7, 8, 10, 10, 1, 10, 8, 5, 2, 4, 8, 2, 10
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -7, -6, -4, -3, -1, -1, 1, 5, 5, 7, 8, 10, 10, 7, 10, 8, 5, 2, 4, 8, 2, 10
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -7, -6, -4, -3, -1, -1, 1, 2, 5, 7, 8, 10, 10, 7, 10, 8, 5, 5, 4, 8, 2, 10
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -7, -6, -4, -3, -1, -1, 1, 2, 2, 7, 8, 10, 10, 7, 10, 8, 5, 5, 4, 8, 5, 10
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -7, -6, -4, -3, -1, -1, 1, 2, 2, 4, 8, 10, 10, 7, 10, 8, 5, 5, 7, 8, 5, 10
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -7, -6, -4, -3, -1, -1, 1, 2, 2, 4, 5, 10, 10, 7, 10, 8, 8, 5, 7, 8, 5, 10
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -7, -6, -4, -3, -1, -1, 1, 2, 2, 4, 5, 5, 10, 7, 10, 8, 8, 10, 7, 8, 5, 10
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -7, -6, -4, -3, -1, -1, 1, 2, 2, 4, 5, 5, 5, 7, 10, 8, 8, 10, 7, 8, 10, 10
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -7, -6, -4, -3, -1, -1, 1, 2, 2, 4, 5, 5, 5, 7, 10, 8, 8, 10, 7, 8, 10, 10
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -7, -6, -4, -3, -1, -1, 1, 2, 2, 4, 5, 5, 5, 7, 7, 8, 8, 10, 10, 8, 10, 10
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -7, -6, -4, -3, -1, -1, 1, 2, 2, 4, 5, 5, 5, 7, 7, 8, 8, 10, 10, 8, 10, 10
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -7, -6, -4, -3, -1, -1, 1, 2, 2, 4, 5, 5, 5, 7, 7, 8, 8, 10, 10, 8, 10, 10
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -7, -6, -4, -3, -1, -1, 1, 2, 2, 4, 5, 5, 5, 7, 7, 8, 8, 8, 10, 10, 10, 10
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -7, -6, -4, -3, -1, -1, 1, 2, 2, 4, 5, 5, 5, 7, 7, 8, 8, 8, 10, 10, 10, 10
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -7, -6, -4, -3, -1, -1, 1, 2, 2, 4, 5, 5, 5, 7, 7, 8, 8, 8, 10, 10, 10, 10
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -7, -6, -4, -3, -1, -1, 1, 2, 2, 4, 5, 5, 5, 7, 7, 8, 8, 8, 10, 10, 10, 10
-18, -18, -17, -17, -16, -13, -12, -11, -10, -10, -9, -9, -8, -7, -7, -6, -4, -3, -1, -1, 1, 2, 2, 4, 5, 5, 5, 7, 7, 8, 8, 8, 10, 10, 10, 10
