-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -5, -4, 2, -7, 6, 4, 6, -3, 7, -4, -8, -6, -4, -4, 10, -4, -5, 8, -10, -3, 5, 9, 1, -8, 7, 6, 8, -6, 11, -11
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -4, 2, -7, 6, 4, 6, -3, 7, -4, -8, -6, -4, -4, 10, -4, -5, 8, -10, -3, 5, 9, 1, -8, 7, 6, 8, -6, 11, -5
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, 2, -7, 6, 4, 6, -3, 7, -4, -8, -6, -4, -4, 10, -4, -5, 8, -4, -3, 5, 9, 1, -8, 7, 6, 8, -6, 11, -5
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -7, 6, 4, 6, -3, 7, -4, 2, -6, -4, -4, 10, -4, -5, 8, -4, -3, 5, 9, 1, -8, 7, 6, 8, -6, 11, -5
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, 6, 4, 6, -3, 7, -4, 2, -6, -4, -4, 10, -4, -5, 8, -4, -3, 5, 9, 1, -7, 7, 6, 8, -6, 11, -5
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, 4, 6, -3, 7, -4, 2, -6, -4, -4, 10, -4, -5, 8, -4, -3, 5, 9, 1, 6, 7, 6, 8, -6, 11, -5
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, 6, -3, 7, -4, 2, 4, -4, -4, 10, -4, -5, 8, -4, -3, 5, 9, 1, 6, 7, 6, 8, -6, 11, -5
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -3, 7, -4, 2, 4, -4, -4, 10, -4, -5, 8, -4, -3, 5, 9, 1, 6, 7, 6, 8, 6, 11, -5
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, 7, -4, 2, 4, -4, -4, 10, -4, -3, 8, -4, -3, 5, 9, 1, 6, 7, 6, 8, 6, 11, -5
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, -5, -4, 2, 4, -4, -4, 10, -4, -3, 8, -4, -3, 5, 9, 1, 6, 7, 6, 8, 6, 11, 7
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, -5, -4, 2, 4, -4, -4, 10, -4, -3, 8, -4, -3, 5, 9, 1, 6, 7, 6, 8, 6, 11, 7
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, -5, -4, -4, 4, 2, -4, 10, -4, -3, 8, -4, -3, 5, 9, 1, 6, 7, 6, 8, 6, 11, 7
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, -5, -4, -4, -4, 2, 4, 10, -4, -3, 8, -4, -3, 5, 9, 1, 6, 7, 6, 8, 6, 11, 7
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, -5, -4, -4, -4, -4, 4, 10, 2, -3, 8, -4, -3, 5, 9, 1, 6, 7, 6, 8, 6, 11, 7
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, -5, -4, -4, -4, -4, -4, 10, 2, -3, 8, 4, -3, 5, 9, 1, 6, 7, 6, 8, 6, 11, 7
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, -5, -4, -4, -4, -4, -4, -3, 2, 10, 8, 4, -3, 5, 9, 1, 6, 7, 6, 8, 6, 11, 7
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, -5, -4, -4, -4, -4, -4, -3, -3, 10, 8, 4, 2, 5, 9, 1, 6, 7, 6, 8, 6, 11, 7
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, -5, -4, -4, -4, -4, -4, -3, -3, 1, 8, 4, 2, 5, 9, 10, 6, 7, 6, 8, 6, 11, 7
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, -5, -4, -4, -4, -4, -4, -3, -3, 1, 2, 4, 8, 5, 9, 10, 6, 7, 6, 8, 6, 11, 7
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, -5, -4, -4, -4, -4, -4, -3, -3, 1, 2, 4, 8, 5, 9, 10, 6, 7, 6, 8, 6, 11, 7
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, -5, -4, -4, -4, -4, -4, -3, -3, 1, 2, 4, 5, 8, 9, 10, 6, 7, 6, 8, 6, 11, 7
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, -5, -4, -4, -4, -4, -4, -3, -3, 1, 2, 4, 5, 6, 9, 10, 8, 7, 6, 8, 6, 11, 7
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, -5, -4, -4, -4, -4, -4, -3, -3, 1, 2, 4, 5, 6, 6, 10, 8, 7, 9, 8, 6, 11, 7
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, -5, -4, -4, -4, -4, -4, -3, -3, 1, 2, 4, 5, 6, 6, 6, 8, 7, 9, 8, 10, 11, 7
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, -5, -4, -4, -4, -4, -4, -3, -3, 1, 2, 4, 5, 6, 6, 6, 7, 8, 9, 8, 10, 11, 7
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, -5, -4, -4, -4, -4, -4, -3, -3, 1, 2, 4, 5, 6, 6, 6, 7, 7, 9, 8, 10, 11, 8
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, -5, -4, -4, -4, -4, -4, -3, -3, 1, 2, 4, 5, 6, 6, 6, 7, 7, 8, 9, 10, 11, 8
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, -5, -4, -4, -4, -4, -4, -3, -3, 1, 2, 4, 5, 6, 6, 6, 7, 7, 8, 8, 10, 11, 9
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, -5, -4, -4, -4, -4, -4, -3, -3, 1, 2, 4, 5, 6, 6, 6, 7, 7, 8, 8, 9, 11, 10
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, -5, -4, -4, -4, -4, -4, -3, -3, 1, 2, 4, 5, 6, 6, 6, 7, 7, 8, 8, 9, 10, 11
-20, -20, -19, -18, -15, -15, -13, -12, -11, -11, -11, -10, -8, -8, -7, -6, -6, -5, -5, -4, -4, -4, -4, -4, -3, -3, 1, 2, 4, 5, 6, 6, 6, 7, 7, 8, 8, 9, 10, 11
