-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -8, 1, 9, -3, 4, 1, 5, 8, -9, -9, -7, 9, 11, -7, -8, -6, -10, 8, -1, 0, -5, 0, -4, 3, -2, -5, -8
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, 1, 9, -3, 4, 1, 5, 8, -9, -9, -7, 9, 11, -7, -8, -6, -8, 8, -1, 0, -5, 0, -4, 3, -2, -5, -8
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, 9, -3, 4, 1, 5, 8, 1, -9, -7, 9, 11, -7, -8, -6, -8, 8, -1, 0, -5, 0, -4, 3, -2, -5, -8
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -3, 4, 1, 5, 8, 1, 9, -7, 9, 11, -7, -8, -6, -8, 8, -1, 0, -5, 0, -4, 3, -2, -5, -8
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, 4, 1, 5, 8, 1, 9, -7, 9, 11, -7, -3, -6, -8, 8, -1, 0, -5, 0, -4, 3, -2, -5, -8
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, 1, 5, 8, 1, 9, -7, 9, 11, -7, -3, -6, 4, 8, -1, 0, -5, 0, -4, 3, -2, -5, -8
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, -8, 5, 8, 1, 9, -7, 9, 11, -7, -3, -6, 4, 8, -1, 0, -5, 0, -4, 3, -2, -5, 1
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, -8, -7, 8, 1, 9, 5, 9, 11, -7, -3, -6, 4, 8, -1, 0, -5, 0, -4, 3, -2, -5, 1
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, -8, -7, -7, 1, 9, 5, 9, 11, 8, -3, -6, 4, 8, -1, 0, -5, 0, -4, 3, -2, -5, 1
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, -8, -7, -7, -6, 9, 5, 9, 11, 8, -3, 1, 4, 8, -1, 0, -5, 0, -4, 3, -2, -5, 1
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, -8, -7, -7, -6, -5, 5, 9, 11, 8, -3, 1, 4, 8, -1, 0, 9, 0, -4, 3, -2, -5, 1
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, -8, -7, -7, -6, -5, -5, 9, 11, 8, -3, 1, 4, 8, -1, 0, 9, 0, -4, 3, -2, 5, 1
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, -8, -7, -7, -6, -5, -5, -4, 11, 8, -3, 1, 4, 8, -1, 0, 9, 0, 9, 3, -2, 5, 1
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, -8, -7, -7, -6, -5, -5, -4, -3, 8, 11, 1, 4, 8, -1, 0, 9, 0, 9, 3, -2, 5, 1
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, -8, -7, -7, -6, -5, -5, -4, -3, -2, 11, 1, 4, 8, -1, 0, 9, 0, 9, 3, 8, 5, 1
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, -8, -7, -7, -6, -5, -5, -4, -3, -2, -1, 1, 4, 8, 11, 0, 9, 0, 9, 3, 8, 5, 1
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, -8, -7, -7, -6, -5, -5, -4, -3, -2, -1, 0, 4, 8, 11, 1, 9, 0, 9, 3, 8, 5, 1
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, -8, -7, -7, -6, -5, -5, -4, -3, -2, -1, 0, 0, 8, 11, 1, 9, 4, 9, 3, 8, 5, 1
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, -8, -7, -7, -6, -5, -5, -4, -3, -2, -1, 0, 0, 1, 11, 8, 9, 4, 9, 3, 8, 5, 1
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, -8, -7, -7, -6, -5, -5, -4, -3, -2, -1, 0, 0, 1, 1, 8, 9, 4, 9, 3, 8, 5, 11
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, -8, -7, -7, -6, -5, -5, -4, -3, -2, -1, 0, 0, 1, 1, 3, 9, 4, 9, 8, 8, 5, 11
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, -8, -7, -7, -6, -5, -5, -4, -3, -2, -1, 0, 0, 1, 1, 3, 4, 9, 9, 8, 8, 5, 11
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, -8, -7, -7, -6, -5, -5, -4, -3, -2, -1, 0, 0, 1, 1, 3, 4, 5, 9, 8, 8, 9, 11
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, -8, -7, -7, -6, -5, -5, -4, -3, -2, -1, 0, 0, 1, 1, 3, 4, 5, 8, 9, 8, 9, 11
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, -8, -7, -7, -6, -5, -5, -4, -3, -2, -1, 0, 0, 1, 1, 3, 4, 5, 8, 8, 9, 9, 11
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, -8, -7, -7, -6, -5, -5, -4, -3, -2, -1, 0, 0, 1, 1, 3, 4, 5, 8, 8, 9, 9, 11
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, -8, -7, -7, -6, -5, -5, -4, -3, -2, -1, 0, 0, 1, 1, 3, 4, 5, 8, 8, 9, 9, 11
-19, -19, -19, -18, -17, -17, -16, -15, -15, -15, -14, -14, -13, -12, -11, -11, -10, -9, -9, -8, -8, -8, -7, -7, -6, -5, -5, -4, -3, -2, -1, 0, 0, 1, 1, 3, 4, 5, 8, 8, 9, 9, 11
